Row_ID,Entry_ID,Order_Date,Ship_Date,Customer,Shipping_Agency,Avergae_shipping_time_in_Days,Cost:_up_to_1lbs_(JMD),Parish,Parking,_Efficient_Staff,Pick_up_wait_tme,Outbound_Shipping,Product_ID,Category,Sub-Category,Product_Name,Quantity,Processing_fee,Total_cost,Customer_review
6923,CA-2015-134257,6/28/2020,7/1/2020,Maurice Satty,ShipWize-Kingston,5,$500.00 ,Kingston,4,2,3, -   ,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",5,0%,"$2,500.00 ",Good Prices
6924,CA-2015-134257,6/28/2020,7/1/2020,Maurice Satty,ShipWize-Kingston,5,$500.00 ,Kingston,4,2,3, -   ,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,2,0%,"$1,000.00 ",Speedy Devlivery 
6925,CA-2015-137925,3/14/2019,3/18/2019,Janet Lee,My cart express-St. James,7,$600.00 ,St. James,3,3,5, -   ,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,7,0%,"$4,200.00 ",Unprofessional
6926,CA-2015-137925,3/14/2019,3/18/2019,Janet Lee,My cart express-St. James,7,$600.00 ,St. James,3,3,5, -   ,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",12,20%,"$8,640.00 ",Good Prices
6927,CA-2016-140046,11/10/2019,11/16/2019,Khloe Miller,My cart-Kingston,7,$600.00 ,Kingston,5,5,4, -   ,OFF-LA-10000305,Office Supplies,Labels,Avery 495,3,0%,"$1,800.00 ",Limited Parking
6928,CA-2016-140382,10/6/2019,10/8/2019,Ruben Dartt,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,4,0%,"$3,000.00 ",Professional
6929,CA-2016-140382,10/6/2019,10/8/2019,Ruben Dartt,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,OFF-LA-10001934,Office Supplies,Labels,Avery 516,3,0%,"$2,250.00 ",Long Line
6930,CA-2016-140382,10/6/2019,10/8/2019,Ruben Dartt,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,7,20%,"$6,300.00 ",Limited Parking
6931,CA-2016-140382,10/6/2019,10/8/2019,Ruben Dartt,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,1,0%,$750.00 ,Very Log Wait
6932,CA-2014-164182,10/26/2019,10/30/2019,Shui Tom,DHL-Kingston,4,"$2,272.73 ",Kingston, -   ,5,4,5,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,1,40%,"$3,181.82 ",Effeciency 
6933,CA-2014-164182,10/26/2019,10/30/2019,Shui Tom,DHL-Kingston,4,"$2,272.73 ",Kingston, -   ,5,4,5,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,2,40%,"$6,363.64 ",Very Log Wait
6934,CA-2014-164182,10/26/2019,10/30/2019,Shui Tom,DHL-Kingston,4,"$2,272.73 ",Kingston, -   ,5,4,5,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,2,20%,"$5,454.55 ",No Partking
6935,CA-2014-164182,10/26/2019,10/30/2019,Shui Tom,DHL-Kingston,4,"$2,272.73 ",Kingston, -   ,5,4,5,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",2,20%,"$5,454.55 ",Speed
6936,CA-2017-137365,3/14/2021,3/17/2021,Bart Pistole,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,3,20%,"$1,800.00 ",Quality Customer Service
6937,CA-2016-129847,12/16/2019,12/18/2019,Tom Ashbrook,MD Courier-Kingston,10,$500.00 ,Kingston,4,4,5, -   ,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,2,60%,"$1,600.00 ",Good Prices
6938,CA-2014-126963,9/27/2019,9/27/2019,Pamela Stobb,DHL-St. Ann,4,"$2,272.73 ",St. Ann,4,2,3, -   ,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,2,20%,"$5,454.55 ",Speedy Devlivery 
6939,CA-2016-125094,2/18/2020,2/22/2020,Nora Preis,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,4,0%,"$2,496.00 ",Limited Parking
6940,CA-2017-107132,10/8/2020,10/12/2020,Scott Cohen,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,2,20%,"$1,497.60 ",Good Prices
6941,CA-2017-107132,10/8/2020,10/12/2020,Scott Cohen,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,5,0%,"$3,120.00 ",Quality Customer Service
6942,CA-2017-107132,10/8/2020,10/12/2020,Scott Cohen,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",4,0%,"$2,496.00 ",Speedy Devlivery 
6943,CA-2017-107132,10/8/2020,10/12/2020,Scott Cohen,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,3,0%,"$1,872.00 ",Great Time
6944,CA-2015-139248,11/6/2020,11/11/2020,Russell D'Ascenzo,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,TEC-PH-10004094,Technology,Phones,Motorola L703CM,5,20%,"$29,781.82 ",Courteryous 
6945,CA-2014-148369,1/5/2020,1/9/2020,Thea Hudgings,DHL-St. Ann,4,"$2,272.73 ",St. Ann,4,2,3, -   ,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,4,0%,"$9,090.91 ",Speed
6946,CA-2016-106243,1/13/2020,1/17/2020,Greg Matthias,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",5,20%,"$2,700.00 ",Good Prices
6947,CA-2015-126466,2/21/2019,2/25/2019,Jesus Ocampo,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2,0%,"$4,545.45 ",Professional
6948,CA-2015-130365,8/7/2020,8/11/2020,Zuschuss Carroll,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",2,20%,"$1,800.00 ",Cheapest Shipping Company
6949,CA-2015-130365,8/7/2020,8/11/2020,Zuschuss Carroll,Reliable Couriers-St. Catherine,3,$750.00 ,St. Catherine, -   ,4,2, -   ,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",3,30%,"$2,925.00 ",Unbeatable
6950,CA-2017-143021,3/3/2021,3/3/2021,Anne Pryor,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",7,20%,"$6,300.00 ",Speed
6951,CA-2017-143021,3/3/2021,3/3/2021,Anne Pryor,Press worldwide ship-Kingston,10,$750.00 ,Kingston,2,5,5, -   ,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,3,40%,"$3,150.00 ",Great Time
6952,CA-2015-161767,3/4/2019,3/8/2019,Grace Kelly,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,TEC-MA-10002790,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,2,40%,"$13,898.18 ",Very Log Wait
6953,CA-2015-129917,1/14/2019,1/15/2019,Henry MacAllister,DHL-St. Ann,4,"$2,272.73 ",St. Ann,4,2,3, -   ,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,3,20%,"$8,181.82 ",Great Service
6954,CA-2015-129917,1/14/2019,1/15/2019,Henry MacAllister,DHL-St. Ann,4,"$2,272.73 ",St. Ann,4,2,3, -   ,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,4,20%,"$10,909.09 ",Effeciency 
6955,CA-2015-129917,1/14/2019,1/15/2019,Henry MacAllister,DHL-St. Ann,4,"$2,272.73 ",St. Ann,4,2,3, -   ,TEC-PH-10000369,Technology,Phones,HTC One Mini,5,20%,"$13,636.36 ",Speed
6956,CA-2015-115420,8/7/2020,8/14/2020,Linda Southworth,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,2,0%,"$9,927.27 ",No Partking
6957,CA-2016-157588,10/27/2019,11/1/2019,Anemone Ratner,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,5,0%,"$3,500.00 ",Limited Parking
6958,CA-2016-157588,10/27/2019,11/1/2019,Anemone Ratner,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1,0%,$700.00 ,Professional
6959,CA-2015-167255,1/9/2019,1/11/2019,Rick Huthwaite,Ikpak shipping-Kingston,4,$700.00 ,Kingston,5,5,5, -   ,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",1,0%,$700.00 ,Long Line
6960,CA-2015-167255,1/9/2019,1/11/2019,Rick Huthwaite,Ikpak shipping-Kingston,4,$700.00 ,Kingston,5,5,5, -   ,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,3,0%,"$2,100.00 ",Reseanable Cost
6961,CA-2015-167255,1/9/2019,1/11/2019,Rick Huthwaite,Ikpak shipping-Kingston,4,$700.00 ,Kingston,5,5,5, -   ,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,2,0%,"$1,400.00 ",Very Log Wait
6962,CA-2017-162096,2/22/2021,2/22/2021,Thomas Brumley,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,3,0%,"$1,872.00 ",Unprofessional
6963,CA-2016-157161,10/29/2019,11/2/2019,Jonathan Doherty,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,5,0%,"$3,120.00 ",Good Condtion
6964,CA-2016-157161,10/29/2019,11/2/2019,Jonathan Doherty,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",3,0%,"$1,872.00 ",Very Log Wait
6965,CA-2016-157161,10/29/2019,11/2/2019,Jonathan Doherty,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,5,0%,"$3,120.00 ",Reseanable Cost
6966,CA-2016-157161,10/29/2019,11/2/2019,Jonathan Doherty,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,2,0%,"$1,248.00 ",Professional
6967,CA-2016-157161,10/29/2019,11/2/2019,Jonathan Doherty,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2,0%,"$1,248.00 ",Quality Customer Service
6968,CA-2016-157161,10/29/2019,11/2/2019,Jonathan Doherty,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),9,0%,"$5,616.00 ",Effeciency 
6969,CA-2015-110765,1/28/2019,2/1/2019,Michael Paige,Tara Courier-Portland,3,$624.00 ,Portland,2,2,5,4,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,3,0%,"$1,872.00 ",Very Log Wait
6970,CA-2016-163937,4/24/2019,4/27/2019,Joy Bell-,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",5,0%,"$3,120.00 ",Courteryous 
6971,CA-2017-153822,1/1/2021,1/7/2021,Adrian Barton,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,2,20%,"$5,454.55 ",Effeciency 
6972,CA-2017-153822,1/1/2021,1/7/2021,Adrian Barton,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,2,20%,"$5,454.55 ",Cheapest Shipping Company
6973,CA-2017-153822,1/1/2021,1/7/2021,Adrian Barton,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,2,20%,"$5,454.55 ",Professional
6974,CA-2017-153822,1/1/2021,1/7/2021,Adrian Barton,DHL-St. Andrew,4,"$2,272.73 ",St. Andrew,4,3,5, -   ,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,4,70%,"$15,454.55 ",Courteryous 
6975,CA-2017-146185,12/28/2020,1/1/2021,Charles Crestani,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,2,20%,"$1,440.00 ",Great Time
6976,CA-2015-112144,10/10/2020,10/14/2020,Craig Yedwab,DHL-St. Elizabeth,4,"$2,272.73 ",St. Elizabeth, -   ,3,5, -   ,OFF-LA-10000443,Office Supplies,Labels,Avery 501,2,20%,"$5,454.55 ",Quality Customer Service
6977,CA-2015-112144,10/10/2020,10/14/2020,Craig Yedwab,DHL-St. Elizabeth,4,"$2,272.73 ",St. Elizabeth, -   ,3,5, -   ,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,4,20%,"$10,909.09 ",Reseanable Cost
6978,US-2016-119298,3/9/2020,3/12/2020,Emily Phan,DHL-St. Elizabeth,4,"$2,272.73 ",St. Elizabeth, -   ,3,5, -   ,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,2,0%,"$4,545.45 ",Unbeatable
6979,CA-2017-155159,3/9/2021,3/13/2021,Delfina Latchford,Tara Courier-St. Ann,3,$624.00 ,St. Ann,5,2,4,4,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",9,0%,"$5,616.00 ",Speed
6980,CA-2017-149076,4/28/2020,5/3/2020,Sean O'Donnell,New vision-Kingston,4,$500.00 ,Kingston,5,3,4, -   ,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,5,0%,"$2,500.00 ",Great Service
6981,CA-2014-146990,2/19/2020,2/20/2020,Bart Pistole,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,4,0%,"$2,000.00 ",Courteryous 
6982,CA-2014-146990,2/19/2020,2/20/2020,Bart Pistole,Ship things-Kingston,5,$500.00 ,Kingston,3,5,4, -   ,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,3,0%,"$1,500.00 ",Great Service
6983,CA-2016-116526,12/15/2019,12/19/2019,Joseph Airdo,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,5,0%,"$3,500.00 ",Reseanable Cost
6984,CA-2016-116526,12/15/2019,12/19/2019,Joseph Airdo,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,1,0%,$700.00 ,Long Line
6985,CA-2016-116526,12/15/2019,12/19/2019,Joseph Airdo,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",4,10%,"$3,080.00 ",Unprofessional
6986,CA-2016-116526,12/15/2019,12/19/2019,Joseph Airdo,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,4,0%,"$2,800.00 ",Cheapest Shipping Company
6987,CA-2016-116526,12/15/2019,12/19/2019,Joseph Airdo,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-AR-10004999,Office Supplies,Art,Newell 315,2,0%,"$1,400.00 ",Fast
6988,CA-2016-116526,12/15/2019,12/19/2019,Joseph Airdo,Flash ship Courier-St. Catherine,4,$700.00 ,St. Catherine, -   ,2,5, -   ,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",5,0%,"$3,500.00 ",Professional
6989,CA-2017-158561,2/23/2021,2/28/2021,Brenda Bowman,Smart post JM-Kingston,5,$700.00 ,Kingston,1,4,3, -   ,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,5,20%,"$4,200.00 ",Unbeatable
6990,CA-2017-165099,3/25/2021,3/27/2021,Dennis Kane,Klick and Ship-Kingston,3,$750.00 ,Kingston, -   ,5,3, -   ,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,2,80%,"$2,700.00 ",Good Prices
6991,CA-2015-109386,2/20/2019,2/25/2019,Rob Haberlin,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",3,0%,"$1,872.00 ",Courteryous 
6992,CA-2015-109386,2/20/2019,2/25/2019,Rob Haberlin,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,5,0%,"$3,120.00 ",Courteryous 
6993,CA-2015-109386,2/20/2019,2/25/2019,Rob Haberlin,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,3,0%,"$1,872.00 ",Unprofessional
6994,CA-2015-109386,2/20/2019,2/25/2019,Rob Haberlin,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",7,0%,"$4,368.00 ",Reseanable Cost
6995,CA-2015-109386,2/20/2019,2/25/2019,Rob Haberlin,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-AR-10000122,Office Supplies,Art,Newell 314,5,0%,"$3,120.00 ",Effeciency 
6996,CA-2015-166800,3/3/2019,3/10/2019,Aleksandra Gannaway,DHL-St. Ann,4,"$2,272.73 ",St. Ann,4,2,3, -   ,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,4,0%,"$9,090.91 ",Professional
6997,CA-2017-117443,4/6/2021,4/8/2021,Jennifer Braxton,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,4,80%,"$8,985.60 ",Professional
6998,CA-2017-117443,4/6/2021,4/8/2021,Jennifer Braxton,Mailpac-St. James,5,"$1,248.00 ",St. James,2,2,4,3,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,4,20%,"$5,990.40 ",Unbeatable
6999,US-2016-134369,12/30/2019,1/5/2020,Becky Castell,Tara Courier-Hanover,3,$624.00 ,Hanover,2,2,4,4,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,2,0%,"$1,248.00 ",Quality Customer Service
7000,CA-2017-123687,9/7/2020,9/10/2020,Kimberly Carter,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,3,0%,"$1,350.00 ",Friendly
7001,CA-2017-123687,9/7/2020,9/10/2020,Kimberly Carter,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,2,0%,$900.00 ,Great Time
7002,CA-2015-104871,7/12/2020,7/16/2020,Daniel Raglin,DHL-St. Elizabeth,4,"$2,272.73 ",St. Elizabeth, -   ,3,5, -   ,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",4,30%,"$11,818.18 ",Professional
7003,CA-2014-133158,12/1/2019,12/3/2019,David Wiener,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",7,0%,"$4,368.00 ",Quality Customer Service
7004,CA-2014-133158,12/1/2019,12/3/2019,David Wiener,Tara Courier-St. Mary,3,$624.00 ,St. Mary,2,3,2,4,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,2,20%,"$1,497.60 ",Professional
7005,CA-2014-126333,4/6/2020,4/11/2020,Michelle Ellison,JB’s clearance-St. Catherine,7,$624.00 ,St. Catherine, -   ,3,5, -   ,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,1,20%,$748.80 ,Very Log Wait
7006,CA-2015-141740,2/13/2019,2/17/2019,Jeremy Farry,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,2,10%,"$1,320.00 ",No Partking
7007,CA-2014-119466,3/29/2020,4/4/2020,Sung Pak,Tara Courier-Kingston,3,$624.00 ,Kingston,2,3,5,4,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,2,60%,"$1,996.80 ",Very Log Wait
7008,CA-2015-154823,12/3/2020,12/7/2020,Katherine Nockton,Press ship Ja-Kingston,5,$450.00 ,Kingston,2,3,3, -   ,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,2,70%,"$1,530.00 ",Speed
7009,CA-2015-154823,12/3/2020,12/7/2020,Katherine Nockton,Press ship Ja-Kingston,5,$450.00 ,Kingston,2,3,3, -   ,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,3,30%,"$1,755.00 ",Very Log Wait
7010,CA-2015-154823,12/3/2020,12/7/2020,Katherine Nockton,Press ship Ja-Kingston,5,$450.00 ,Kingston,2,3,3, -   ,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,1,20%,$540.00 ,Effeciency 
7011,US-2014-135881,9/4/2019,9/8/2019,Greg Tran,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,5,20%,"$2,700.00 ",Good Condtion
7012,US-2014-135881,9/4/2019,9/8/2019,Greg Tran,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,2,0%,$900.00 ,Cheapest Shipping Company
7013,US-2014-135881,9/4/2019,9/8/2019,Greg Tran,Oak connect-St. Catherine,10,$450.00 ,St. Catherine,1,2,4, -   ,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1,0%,$450.00 ,Unprofessional
7014,CA-2017-141201,3/23/2021,3/25/2021,Daniel Byrd,Tara Courier-St. James,3,$624.00 ,St. James,3,3,2,4,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,3,15%,"$2,152.80 ",Great Time
7015,CA-2014-114790,6/23/2019,6/25/2019,Filia McAdams,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",3,0%,"$14,890.91 ",Friendly
7016,CA-2014-114790,6/23/2019,6/25/2019,Filia McAdams,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,2,0%,"$9,927.27 ",Good Prices
7017,CA-2014-114790,6/23/2019,6/25/2019,Filia McAdams,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,3,0%,"$14,890.91 ",Professional
7018,CA-2014-114790,6/23/2019,6/25/2019,Filia McAdams,Fedex-Kingston,2,"$4,963.64 ",Kingston,1,5,3,5,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,3,0%,"$14,890.91 ",Fast
7019,US-2016-154256,10/6/2019,10/10/2019,Sally Matthias,Klick and Ship-Kingston,3,$750.00 ,Kingston, -   ,5,3, -   ,OFF-LA-10003720,Office Supplies,Labels,Avery 487,7,0%,"$5,250.00 ",Speedy Devlivery 
7020,CA-2014-124737,12/5/2019,12/9/2019,Arthur Prichep,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,3,20%,"$2,160.00 ",Speed
7021,CA-2014-124737,12/5/2019,12/9/2019,Arthur Prichep,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,1,20%,$720.00 ,No Partking
7022,CA-2014-124737,12/5/2019,12/9/2019,Arthur Prichep,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,3,20%,"$2,160.00 ",Unprofessional
7023,CA-2014-124737,12/5/2019,12/9/2019,Arthur Prichep,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,9,20%,"$6,480.00 ",Speedy Devlivery 
7024,CA-2014-124737,12/5/2019,12/9/2019,Arthur Prichep,AKW shipping-Kingston,10,$600.00 ,Kingston, -   ,5,3, -   ,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6,20%,"$4,320.00 ",Cheapest Shipping Company
